"Data","Credor","Orgão","Ug","Tipo Licitacao","Empenho","Natureza da Despesa","Fonte","Fontedet","Catec","Natec","Funcao","Subfuncao","Programa","Projeto","Plano Orcamentario","Empenhado","Liquidado","Pago","Numero Contrato","Valor Contrato"
"31/12/2023","10013974000163 - SERVFAZ SERVICOS DE MAO DE OBRA LTDA.","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Pregão","2023NE00539","339037 - Locação de Mão-de-Obra","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Outras Despesas Correntes","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2000 - ADMINISTRAÇÃO DA UNIDADE","","R$0.00","R$0.00","R$1,596.85","031/2022","R$1,404,369.94"
"31/12/2023","07686538000140 - L PINHEIRO MENDES ME","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Dispensa de Licitação","2023NE00496","339039 - Outros Serviços de Terceiros - Pessoa Jurídica","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Outras Despesas Correntes","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2000 - ADMINISTRAÇÃO DA UNIDADE","","R$0.00","R$0.00","R$216.67","054/2023","R$24,800.00"
"31/12/2023","10013974000163 - SERVFAZ SERVICOS DE MAO DE OBRA LTDA.","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Pregão","2023NE00644","339037 - Locação de Mão-de-Obra","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Outras Despesas Correntes","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2000 - ADMINISTRAÇÃO DA UNIDADE","","R$0.00","R$0.00","R$132.62","031/2022","R$1,404,369.94"
"31/12/2023","10013974000163 - SERVFAZ SERVICOS DE MAO DE OBRA LTDA.","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Pregão","2023NE00529","339037 - Locação de Mão-de-Obra","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Outras Despesas Correntes","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2000 - ADMINISTRAÇÃO DA UNIDADE","","R$0.00","R$0.00","R$1,596.85","031/2022","R$1,404,369.94"
"31/12/2023","07725929000127 - NILTON TURISMO LTDA","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Pregão","2023NE00482","339039 - Outros Serviços de Terceiros - Pessoa Jurídica","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Outras Despesas Correntes","DIREITOS DA CIDADANIA","ASSISTÊNCIA AO PORTADOR DE DEFICIÊNCIA","0007 - PIAUÍ INCLUSIVO","1947 - APOIO ÀS ENTIDADES SEM FINS LUCRATIVOS QUE ATENDEM AO TRANSPORTE DE PESSOAS COM DEFICIÊNCIA","","R$0.00","R$0.00","R$456.00","048/2023","R$51,000.00"
"29/12/2023","00394460005887 - SECRETARIA DA RECEITA FEDERAL DO BRASIL","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00628","319013 - Obrigações Patronais","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$-0.01","R$-0.01","R$0.00","",""
"29/12/2023","00394460005887 - SECRETARIA DA RECEITA FEDERAL DO BRASIL","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00669","319013 - Obrigações Patronais","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$-0.01","R$-0.01","R$0.00","",""
"27/12/2023","PF0000001 - FOLHA DE PAGAMENTO - ATIVOS E INATIVOS","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00557","319011 - Vencimentos e Vantagens Fixas - Pessoal Civil","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$0.00","R$2,181.22","",""
"27/12/2023","PF0000001 - FOLHA DE PAGAMENTO - ATIVOS E INATIVOS","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00677","339036 - Outros Serviços de Terceiros - Pessoa Física","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Outras Despesas Correntes","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$0.00","R$4,675.00","",""
"27/12/2023","PF0000001 - FOLHA DE PAGAMENTO - ATIVOS E INATIVOS","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00675","319011 - Vencimentos e Vantagens Fixas - Pessoal Civil","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$0.00","R$33,709.43","",""
"27/12/2023","PF0000001 - FOLHA DE PAGAMENTO - ATIVOS E INATIVOS","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00676","339049 - Auxílio-Transporte","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Outras Despesas Correntes","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$0.00","R$3,344.00","",""
"27/12/2023","PF0000001 - FOLHA DE PAGAMENTO - ATIVOS E INATIVOS","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00675","319011 - Vencimentos e Vantagens Fixas - Pessoal Civil","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$0.00","R$35,532.19","",""
"27/12/2023","PF0000001 - FOLHA DE PAGAMENTO - ATIVOS E INATIVOS","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00675","319011 - Vencimentos e Vantagens Fixas - Pessoal Civil","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$0.00","R$18,210.00","",""
"27/12/2023","PF0000001 - FOLHA DE PAGAMENTO - ATIVOS E INATIVOS","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00668","319011 - Vencimentos e Vantagens Fixas - Pessoal Civil","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$0.00","R$67,653.54","",""
"27/12/2023","PF0000001 - FOLHA DE PAGAMENTO - ATIVOS E INATIVOS","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00678","339049 - Auxílio-Transporte","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Outras Despesas Correntes","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$0.00","R$1,936.00","",""
"27/12/2023","PF0000001 - FOLHA DE PAGAMENTO - ATIVOS E INATIVOS","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00675","319011 - Vencimentos e Vantagens Fixas - Pessoal Civil","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$0.00","R$34,905.37","",""
"27/12/2023","PF0000001 - FOLHA DE PAGAMENTO - ATIVOS E INATIVOS","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00675","319011 - Vencimentos e Vantagens Fixas - Pessoal Civil","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$0.00","R$6,441.00","",""
"27/12/2023","PF0000001 - FOLHA DE PAGAMENTO - ATIVOS E INATIVOS","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00675","319011 - Vencimentos e Vantagens Fixas - Pessoal Civil","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$0.00","R$107.04","",""
"26/12/2023","PF0000001 - FOLHA DE PAGAMENTO - ATIVOS E INATIVOS","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00668","319011 - Vencimentos e Vantagens Fixas - Pessoal Civil","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$0.00","R$2,933.86","",""
"26/12/2023","PF0000001 - FOLHA DE PAGAMENTO - ATIVOS E INATIVOS","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00557","319011 - Vencimentos e Vantagens Fixas - Pessoal Civil","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$0.00","R$4,812.75","",""
"26/12/2023","210208 - FUNDO DE PREVIDÊNCIA SOCIAL DO ESTADO DO PIAUÍ","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00679","319113 - Obrigações Patronais","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$0.00","R$9,438.66","",""
"26/12/2023","PF0000001 - FOLHA DE PAGAMENTO - ATIVOS E INATIVOS","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00675","319011 - Vencimentos e Vantagens Fixas - Pessoal Civil","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$0.00","R$4,719.34","",""
"26/12/2023","PF0000001 - FOLHA DE PAGAMENTO - ATIVOS E INATIVOS","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00488","319011 - Vencimentos e Vantagens Fixas - Pessoal Civil","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$0.00","R$4,943.70","",""
"26/12/2023","210208 - FUNDO DE PREVIDÊNCIA SOCIAL DO ESTADO DO PIAUÍ","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00667","319113 - Obrigações Patronais","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$0.00","R$9,438.66","",""
"22/12/2023","PF0000001 - FOLHA DE PAGAMENTO - ATIVOS E INATIVOS","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00675","319011 - Vencimentos e Vantagens Fixas - Pessoal Civil","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$-19,654.77","R$0.00","R$0.00","",""
"22/12/2023","210208 - FUNDO DE PREVIDÊNCIA SOCIAL DO ESTADO DO PIAUÍ","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00679","319113 - Obrigações Patronais","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$0.00","R$9,438.66","R$0.00","",""
"21/12/2023","09281162000110 - TOPPUS SERVIÇOS TERCEIRIZADOS EIRELI","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Pregão","2023NE00673","339037 - Locação de Mão-de-Obra","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Outras Despesas Correntes","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2000 - ADMINISTRAÇÃO DA UNIDADE","","R$0.00","R$16,238.24","R$0.00","25/2021","R$658,295.05"
"21/12/2023","210208 - FUNDO DE PREVIDÊNCIA SOCIAL DO ESTADO DO PIAUÍ","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00679","319113 - Obrigações Patronais","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Pessoal e Encargos Sociais","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$9,438.66","R$0.00","R$0.00","",""
"20/12/2023","10013974000163 - SERVFAZ SERVICOS DE MAO DE OBRA LTDA.","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Pregão","2023NE00544","339037 - Locação de Mão-de-Obra","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Outras Despesas Correntes","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2000 - ADMINISTRAÇÃO DA UNIDADE","","R$0.00","R$0.00","R$19,015.21","016/2023","R$256,639.06"
"20/12/2023","PF0000001 - FOLHA DE PAGAMENTO - ATIVOS E INATIVOS","38 - SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA COM DEFICIÊNCIA","380101 - SEC. EST. P/INCLUSAO DA PESSOA C/DEFICIENCIA","Não aplicável","2023NE00677","339036 - Outros Serviços de Terceiros - Pessoa Física","500 - Recursos não Vinculados de Impostos","SEM DETALHAMENTO","Despesas Correntes","Outras Despesas Correntes","ADMINISTRAÇÃO","ADMINISTRAÇÃO GERAL","0010 - GESTÃO EFICIENTE E TRANSPARENTE","2500 - GESTÃO DE PESSOAS","","R$4,675.00","R$4,675.00","R$0.00","",""
